id;a-10a;A-10C;A-10C II;A-10C II_easy;A-10C_easy;A-4E-C;AJS37;AV8BNA;Bf-109K-4;Bf-109K-4_easy;C-101CC;C-101EB;Christen Eagle II;Default;F-14;F-14_RIO;F-15C;F-16C_50;F-16C_50_easy;F-5E-3;F-5E-3_easy;F-86F;F-86F_easy;FA-18C_hornet;FA-18C_hornet_easy;FW-190A8;FW-190A8_easy;FW-190D9;FW-190D9_easy;ground_unit;I-16;J-11A;JF-17;ka-50;ka-50_easy;L-39C;L-39ZA;M-2000C;mi-8mt;mi-8mt_easy;mi-8mt_Gunner;mi-8mt_TrackIR_Gunner;MiG-15bis;MiG-15bis_easy;MiG-19P;MiG-19P_easy;MiG-21Bis;mig-29;mig-29c;mig-29g;NS430;P-47D-30;P-47D-30_easy;P-51D-30-NA;P-51D-30-NA_easy;SA342;SpitfireLFMkIX;SpitfireLFMkIXCW;SpitfireLFMkIX_easy;su-25;su-25T;su-27;su-33;TF-51D;TF-51D_easy;UH-1H;UH-1H_easy;UH-1H_Gunner;UH-1H_TrackIR_Gunner;UiLayer;Yak-52;Yak-52_easy
d3059pnilunilcd3vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;CB LEFT LE FLAP CONT - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3176pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB LEFT LE FLAP CONT - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3178pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB LEFT TE FLAP CONT - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3152pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB OXY QTY & CANOPY SEAL - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3145pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB PITOT HEATER - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3170pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB PYLON TANK FUEL CONT - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3149pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB R ENG AUX DOORS - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3057pnilunilcd3vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;CB R ENG START & AB CONT - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3057pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB R ENG START & AB CONT - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3174pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB R ENG START & AB CONT - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3146pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB R OIL & HYD IND FUEL QTY SEL - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3142pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB RIGHT AIM-9 CONT - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3155pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB RIGHT AIM-9 POWER - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3157pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB RIGHT GUN FIRING - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3177pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB RIGHT LE FLAP CONT - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3179pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB RIGHT TE FLAP CONT & IND - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3169pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB TACAN - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3047pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB TOTAL TEMP PROBE HTR - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3164pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB TOTAL TEMP PROBE HTR - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3045pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB TRIM CONTROL - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3162pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB TRIM CONTROL - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3058pnilunilcd3vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;CB UHF COMMAND RADIO - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3175pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB UHF COMMAND RADIO - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3138pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN ARMING - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3140pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN MODE SEL & AIM-9-INTLK - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3135pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN PWR CENTER LINE - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3134pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN PWR LEFT INBD - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3133pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN PWR LEFT OUTBD - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3136pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN PWR RIGHT INBD - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3137pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN PWR RIGHT OUTBD - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3139pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB WPN RELEASE - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd13vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;Chaff Mode Selector - CCW/Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3012pnilunilcd13vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change Chaff Burst Count - 1/2/3/4/6/8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3014pnilunilcd13vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change Chaff Burst Interval (seconds) - 0.1/0.2/0.3/0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3013pnilunilcd13vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change Chaff Salvo Count - 1/2/4/8/C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3015pnilunilcd13vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change Chaff Salvo Interval (seconds) - 1/2/3/4/5/8/R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3034pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change LAU-68 Firing Rate - Single/Ripple(60ms);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3035pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change Laser Code, Hundreds (5..7);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3037pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change Laser Code, Ones (1..8);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3036pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Change Laser Code, Tens (1..8);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3002unilcd35vdnilvp-0.05vunil;;;;;;;;;;;;;;;;;;;;Clock Winding and Setting Knob - CCW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3002unilcd35vdnilvp0.05vunil;;;;;;;;;;;;;;;;;;;;Clock Winding and Setting Knob - CW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3001pnilu3001cd35vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;Clock Winding and Setting Knob - PULL/RELEASE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3024unilcd9vdnilvp-0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 1 - Down;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3023unilcd9vdnilvp-0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 1 - Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3023unilcd9vdnilvp0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 1 - Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3024unilcd9vdnilvp0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 1 - Up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3025unilcd9vdnilvp-0.3vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 1 Valve - Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3025unilcd9vdnilvp0.3vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 1 Valve - Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3027unilcd9vdnilvp-0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 2 - Down;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3026unilcd9vdnilvp-0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 2 - Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3026unilcd9vdnilvp0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 2 - Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3027unilcd9vdnilvp0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 2 - Up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3028unilcd9vdnilvp-0.3vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 2 Valve - Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3028unilcd9vdnilvp0.3vunil;;;;;;;;;;;;;;;;;;;;Cockpit Left Air Inlet 2 Valve - Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3022unilcd9vdnilvp-0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Right Air Inlet - Down;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3021unilcd9vdnilvp-0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Right Air Inlet - Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3021unilcd9vdnilvp0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Right Air Inlet - Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3022unilcd9vdnilvp0.2vunil;;;;;;;;;;;;;;;;;;;;Cockpit Right Air Inlet - Up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3005pnilu3005cd16vd-1vpnilvu0;;;;;;;;;;;;;;;;;;;;Compass Switch - Down;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3006pnilu3006cd16vd-1vpnilvu0;;;;;;;;;;;;;;;;;;;;Compass Switch - FAST SLAVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3002pnilunilcd16vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;Compass Switch - MAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3005pnilunilcd4vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;Crossfeed Switch - CLOSED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3016pnilunilcd4vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Crossfeed Switch - OPEN/CLOSED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3005pnilu3005cd18vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;Dogfight/Resume Search Switch - AFT (DG);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3005pnilu3005cd18vd-1vpnilvu0;;;;;;;;;;;;;;;;;;;;Dogfight/Resume Search Switch - FORWARD (DM);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3002pnilu3002cd14vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;Emergency All Jettison Button;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3012pnilunilcd15vd0.1vpnilvunil;;;;;;;;;;;;;;;;;;;;External Stores Selector - BOMB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3030pnilunilcd15vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;External Stores Selector - CCW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3030pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;External Stores Selector - CW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3012pnilunilcd15vd0.3vpnilvunil;;;;;;;;;;;;;;;;;;;;External Stores Selector - RKT/DISP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3012pnilunilcd15vd0.2vpnilvunil;;;;;;;;;;;;;;;;;;;;External Stores Selector - SAFE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd2vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;Flap Switch - AUTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3004pnilunilcd13vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;Flare Jettison Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3003pnilunilcd13vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;Flare Jettison Switch Cover - CLOSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilu3008cd3vd-1vpnilvu0;;;;;;;;;;;;;;;;;;;;Fuel & Oxygen Switch - QTY CHECK/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd15vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;Guns, Missile and Camera Switch - CAMR ONLY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3029pnilunilcd15vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;Guns, Missile and Camera Switch - Down;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3029pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Guns, Missile and Camera Switch - Up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3010pnilunilcd15vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;Guns, Missile and Camera Switch Cover - CLOSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3028pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Guns, Missile and Camera Switch Cover - OPEN/CLOSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3015pnilu3015cd22vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF Identification of Position (IP) Switch - IDENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3036pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF Identification of Position (IP) Switch - OUT/MIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3023pnilu3023cd22vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector (Press to pull switch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3038pnilunilcd22vd-1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector - CCW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3038pnilunilcd22vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector - CW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd22vd0.4vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector - EMER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd22vd0.2vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector - LOW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd22vd0.3vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector - NORM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd22vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd22vd0.1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MASTER Control Selector - STBY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3024pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 1 Code Selector Wheel 1 - Down/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3025pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 1 Code Selector Wheel 2 - Down/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3025pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 1 Code Selector Wheel 2 - Up/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3026pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 1 - Down/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3026pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 1 - Up/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3027pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 2 - Down/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3027pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 2 - Up/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3028pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 3 - Down/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3028pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 3 - Up/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3029pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 4 - Down/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3029pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 3/A Code Selector Wheel 4 - Up/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3022pnilu3022cd22vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF MODE 4 CODE Selector (Press to pull switch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3007pnilunilcd22vd-1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF MODE 4 CODE Selector - CCW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3007pnilunilcd22vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF MODE 4 CODE Selector - CW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3030pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 4 Control Switch - ON/OUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3037pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 4 Monitor Control Switch - Down;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3009pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 4 Monitor Control Switch - LIGHT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3009pnilunilcd22vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 4 Monitor Control Switch - OUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3037pnilunilcd22vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF MODE 4 Monitor Control Switch - Up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3017pnilu3017cd22vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF MODE 4 REPLY Light (Press to test);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3031pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF Mode Select/TEST Switch (M-1) - ON/OUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3032pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF Mode Select/TEST Switch (M-2) - ON/OUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3033pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF Mode Select/TEST Switch (M-3/A) - ON/OUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3034pnilunilcd22vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;IFF Mode Select/TEST Switch (M-C) - ON/OUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3010pnilu3010cd22vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;IFF Mode Select/TEST Switch - M-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
